"","region.date","region.hits","region.geo","region.time","region.keyword","region.gprop","region.category"
"1",2008-01-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"2",2008-02-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"3",2008-03-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"4",2008-04-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"5",2008-05-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"6",2008-06-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"7",2008-07-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"8",2008-08-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"9",2008-09-01,30,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"10",2008-10-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"11",2008-11-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"12",2008-12-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"13",2009-01-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"14",2009-02-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"15",2009-03-01,27,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"16",2009-04-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"17",2009-05-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"18",2009-06-01,59,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"19",2009-07-01,29,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"20",2009-08-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"21",2009-09-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"22",2009-10-01,25,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"23",2009-11-01,79,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"24",2009-12-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"25",2010-01-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"26",2010-02-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"27",2010-03-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"28",2010-04-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"29",2010-05-01,26,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"30",2010-06-01,27,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"31",2010-07-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"32",2010-08-01,24,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"33",2010-09-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"34",2010-10-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"35",2010-11-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"36",2010-12-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"37",2011-01-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"38",2011-02-01,26,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"39",2011-03-01,12,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"40",2011-04-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"41",2011-05-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"42",2011-06-01,13,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"43",2011-07-01,13,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"44",2011-08-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"45",2011-09-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"46",2011-10-01,23,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"47",2011-11-01,11,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"48",2011-12-01,11,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"49",2012-01-01,10,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"50",2012-02-01,10,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"51",2012-03-01,10,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"52",2012-04-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"53",2012-05-01,11,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"54",2012-06-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"55",2012-07-01,10,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"56",2012-08-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"57",2012-09-01,10,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"58",2012-10-01,9,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"59",2012-11-01,24,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"60",2012-12-01,8,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"61",2013-01-01,8,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"62",2013-02-01,9,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"63",2013-03-01,8,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"64",2013-04-01,8,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"65",2013-05-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"66",2013-06-01,9,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"67",2013-07-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"68",2013-08-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"69",2013-09-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"70",2013-10-01,8,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"71",2013-11-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"72",2013-12-01,8,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"73",2014-01-01,7,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"74",2014-02-01,15,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"75",2014-03-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"76",2014-04-01,7,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"77",2014-05-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"78",2014-06-01,27,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"79",2014-07-01,16,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"80",2014-08-01,8,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"81",2014-09-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"82",2014-10-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"83",2014-11-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"84",2014-12-01,9,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"85",2015-01-01,9,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"86",2015-02-01,9,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"87",2015-03-01,9,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"88",2015-04-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"89",2015-05-01,10,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"90",2015-06-01,30,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"91",2015-07-01,18,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"92",2015-08-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"93",2015-09-01,16,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"94",2015-10-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"95",2015-11-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"96",2015-12-01,8,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"97",2016-01-01,26,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"98",2016-02-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"99",2016-03-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"100",2016-04-01,26,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"101",2016-05-01,11,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"102",2016-06-01,11,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"103",2016-07-01,16,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"104",2016-08-01,5,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"105",2016-09-01,15,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"106",2016-10-01,10,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"107",2016-11-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"108",2016-12-01,19,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"109",2017-01-01,9,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"110",2017-02-01,14,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"111",2017-03-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"112",2017-04-01,9,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"113",2017-05-01,5,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"114",2017-06-01,15,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"115",2017-07-01,15,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"116",2017-08-01,18,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"117",2017-09-01,13,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"118",2017-10-01,9,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"119",2017-11-01,13,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"120",2017-12-01,4,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"121",2018-01-01,8,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"122",2018-02-01,4,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"123",2018-03-01,8,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"124",2018-04-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"125",2018-05-01,9,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"126",2018-06-01,5,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"127",2018-07-01,18,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"128",2018-08-01,4,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"129",2018-09-01,0,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"130",2018-10-01,9,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"131",2018-11-01,9,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"132",2018-12-01,13,"US-AL","2008-01-01 2018-12-31","skin bleaching","web",0
"133",2008-01-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"134",2008-02-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"135",2008-03-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"136",2008-04-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"137",2008-05-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"138",2008-06-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"139",2008-07-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"140",2008-08-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"141",2008-09-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"142",2008-10-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"143",2008-11-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"144",2008-12-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"145",2009-01-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"146",2009-02-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"147",2009-03-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"148",2009-04-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"149",2009-05-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"150",2009-06-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"151",2009-07-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"152",2009-08-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"153",2009-09-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"154",2009-10-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"155",2009-11-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"156",2009-12-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"157",2010-01-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"158",2010-02-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"159",2010-03-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"160",2010-04-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"161",2010-05-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"162",2010-06-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"163",2010-07-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"164",2010-08-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"165",2010-09-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"166",2010-10-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"167",2010-11-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"168",2010-12-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"169",2011-01-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"170",2011-02-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"171",2011-03-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"172",2011-04-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"173",2011-05-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"174",2011-06-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"175",2011-07-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"176",2011-08-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"177",2011-09-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"178",2011-10-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"179",2011-11-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"180",2011-12-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"181",2012-01-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"182",2012-02-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"183",2012-03-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"184",2012-04-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"185",2012-05-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"186",2012-06-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"187",2012-07-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"188",2012-08-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"189",2012-09-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"190",2012-10-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"191",2012-11-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"192",2012-12-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"193",2013-01-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"194",2013-02-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"195",2013-03-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"196",2013-04-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"197",2013-05-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"198",2013-06-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"199",2013-07-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"200",2013-08-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"201",2013-09-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"202",2013-10-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"203",2013-11-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"204",2013-12-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"205",2014-01-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"206",2014-02-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"207",2014-03-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"208",2014-04-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"209",2014-05-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"210",2014-06-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"211",2014-07-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"212",2014-08-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"213",2014-09-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"214",2014-10-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"215",2014-11-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"216",2014-12-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"217",2015-01-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"218",2015-02-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"219",2015-03-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"220",2015-04-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"221",2015-05-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"222",2015-06-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"223",2015-07-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"224",2015-08-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"225",2015-09-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"226",2015-10-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"227",2015-11-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"228",2015-12-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"229",2016-01-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"230",2016-02-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"231",2016-03-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"232",2016-04-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"233",2016-05-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"234",2016-06-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"235",2016-07-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"236",2016-08-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"237",2016-09-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"238",2016-10-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"239",2016-11-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"240",2016-12-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"241",2017-01-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"242",2017-02-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"243",2017-03-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"244",2017-04-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"245",2017-05-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"246",2017-06-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"247",2017-07-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"248",2017-08-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"249",2017-09-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"250",2017-10-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"251",2017-11-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"252",2017-12-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"253",2018-01-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"254",2018-02-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"255",2018-03-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"256",2018-04-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"257",2018-05-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"258",2018-06-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"259",2018-07-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"260",2018-08-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"261",2018-09-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"262",2018-10-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"263",2018-11-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"264",2018-12-01,0,"US-AK","2008-01-01 2018-12-31","skin bleaching","web",0
"265",2008-01-01,13,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"266",2008-02-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"267",2008-03-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"268",2008-04-01,13,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"269",2008-05-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"270",2008-06-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"271",2008-07-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"272",2008-08-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"273",2008-09-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"274",2008-10-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"275",2008-11-01,13,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"276",2008-12-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"277",2009-01-01,24,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"278",2009-02-01,12,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"279",2009-03-01,11,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"280",2009-04-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"281",2009-05-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"282",2009-06-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"283",2009-07-01,24,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"284",2009-08-01,12,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"285",2009-09-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"286",2009-10-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"287",2009-11-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"288",2009-12-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"289",2010-01-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"290",2010-02-01,22,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"291",2010-03-01,20,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"292",2010-04-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"293",2010-05-01,22,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"294",2010-06-01,11,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"295",2010-07-01,21,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"296",2010-08-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"297",2010-09-01,20,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"298",2010-10-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"299",2010-11-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"300",2010-12-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"301",2011-01-01,18,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"302",2011-02-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"303",2011-03-01,11,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"304",2011-04-01,6,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"305",2011-05-01,5,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"306",2011-06-01,6,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"307",2011-07-01,12,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"308",2011-08-01,5,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"309",2011-09-01,11,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"310",2011-10-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"311",2011-11-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"312",2011-12-01,5,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"313",2012-01-01,5,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"314",2012-02-01,10,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"315",2012-03-01,9,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"316",2012-04-01,14,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"317",2012-05-01,5,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"318",2012-06-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"319",2012-07-01,14,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"320",2012-08-01,4,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"321",2012-09-01,0,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"322",2012-10-01,21,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
"323",2012-11-01,9,"US-AZ","2008-01-01 2018-12-31","skin bleaching","web",0
